Frame_ID,Capture_ms,Encode_Send_ms,Network_ms,Decode_ms,YOLO_ms,Lane_ms,Decision_ms,Send_ms,GPIO_ms,Total_ms
1385,2.535,5.071,10.572,1.25,236.573,11.465,0.022,0.221,0.018,267.836
1386,2.541,5.118,9.25,1.244,251.041,4.196,0.015,0.19,0.016,273.702
1387,2.509,5.09,9.356,1.284,231.27,3.9,0.013,0.212,0.017,253.755
1388,2.508,5.108,8.565,1.218,229.364,3.937,0.015,0.173,0.018,250.991
1389,2.519,5.085,8.89,1.451,231.207,7.392,0.014,0.167,0.017,256.823
1390,2.504,5.108,9.028,1.244,238.549,3.812,0.016,0.157,0.017,260.53
1391,2.511,5.135,11.449,1.26,230.322,14.273,0.035,0.338,0.037,265.502
1392,5.384,14.75,9.584,1.455,234.621,7.328,0.027,0.205,0.018,273.505
1393,4.754,5.397,8.973,1.235,232.383,5.117,0.032,0.175,0.017,258.2
1394,2.49,5.176,10.824,1.203,243.183,10.854,0.031,0.2,0.018,274.072
1395,2.499,5.145,10.15,1.232,227.787,11.17,0.025,0.164,0.018,258.283
1396,2.487,5.121,9.011,1.219,232.769,8.483,0.027,0.163,0.017,259.404
1397,2.501,5.118,10.875,1.371,227.492,7.292,0.015,0.151,0.017,254.943
1398,2.528,5.116,10.771,1.224,247.966,7.594,0.014,0.135,0.018,275.462
1399,2.502,5.09,9.061,1.367,229.285,6.651,0.014,0.149,0.018,254.238
1400,2.504,5.088,9.598,1.388,240.114,3.257,0.018,0.175,0.018,262.253
1401,3.859,5.255,9.491,1.297,236.33,2.459,0.015,0.142,0.018,258.975
1402,2.535,5.067,8.772,1.275,267.439,3.679,0.021,0.14,0.018,289.027
1403,2.521,5.132,9.181,1.231,230.475,3.147,0.017,0.137,0.018,251.944
1404,2.491,5.071,8.79,1.489,236.047,2.989,0.016,0.142,0.016,257.134
1405,2.543,5.031,10.42,1.347,236.792,7.669,0.025,0.215,0.018,264.143
1406,2.521,5.134,17.657,1.84,272.472,3.114,0.03,0.129,0.017,302.999
1407,2.506,5.103,11.38,1.418,287.526,3.309,0.017,0.185,0.017,311.547
1408,3.754,5.409,9.503,1.345,231.731,2.629,0.017,0.181,0.017,254.682
1409,2.508,5.133,8.88,1.554,250.202,3.337,0.019,0.171,0.017,271.905
